,_id,x,y,z
155845,97,12748,1412,-10448
155846,97,12788,1564,-10540
155847,97,12872,1408,-10600
155848,97,12848,1348,-10524
155849,97,12776,1376,-10244
155850,97,12660,1356,-10468
155851,97,12752,1376,-10436
155852,97,12772,1352,-10160
155853,97,12748,1344,-10596
155854,97,12736,1480,-10204
155855,97,12940,1512,-10268
155856,97,12736,1392,-10380
155857,97,12724,1312,-10512
155858,97,12848,1440,-10440
155859,97,12824,1536,-10536
155860,97,12784,1500,-10444
155861,97,12772,1348,-10548
155862,97,12740,1340,-10428
155863,97,12760,1356,-10492
155864,97,12736,1432,-10584
155865,97,12832,1400,-10376
155866,97,12716,1404,-10392
155867,97,12696,1448,-10552
155868,97,12688,1476,-10520
155869,97,12796,1400,-10476
155870,97,12732,1440,-10468
155871,97,12772,1376,-10400
155872,97,12812,1440,-10420
155873,97,12816,1404,-10512
155874,97,12696,1428,-10496
155875,97,12748,1504,-10468
155876,97,12884,1400,-10448
155877,97,12824,1284,-10568
155878,97,12768,1524,-10512
155879,97,12676,1500,-10448
155880,97,12668,1584,-10548
155881,97,12624,1512,-10484
155882,97,12824,1436,-10600
155883,97,12740,1408,-10520
155884,97,12764,1472,-10376
155885,97,12680,1420,-10508
155886,97,12708,1380,-10540
155887,97,12792,1424,-10424
155888,97,12740,1500,-10496
155889,97,12760,1448,-10380
155890,97,12788,1340,-10444
155891,97,12620,1520,-10396
155892,97,12816,1504,-10432
155893,97,12768,1492,-10648
155894,97,12660,1404,-10384
155895,97,12692,1376,-10504
155896,97,12776,1492,-10492
155897,97,12808,1540,-10472
155898,97,12784,1544,-10568
155899,97,12812,1424,-10472
155900,97,12792,1404,-10368
155901,97,12752,1300,-10544
155902,97,12716,1344,-10588
155903,97,12648,1468,-10456
155904,97,12800,1396,-10460
155905,97,12712,1424,-10632
155906,97,12696,1332,-10436
155907,97,12756,1392,-10328
155908,97,12788,1456,-10336
155909,97,12804,1288,-10328
155910,97,12712,1460,-10456
155911,97,12800,1392,-10432
155912,97,12788,1340,-10380
155913,97,12844,1572,-10444
155914,97,12776,1396,-10392
155915,97,12824,1568,-10264
155916,97,12832,1416,-10408
155917,97,12744,1400,-10628
155918,97,12764,1548,-10508
155919,97,12640,1448,-10428
155920,97,12760,1420,-10364
155921,97,12824,1352,-10492
155922,97,12836,1360,-10424
155923,97,12812,1348,-10540
155924,97,12712,1392,-10388
155925,97,12812,1428,-10400
155926,97,12768,1412,-10404
155927,97,12620,1400,-10552
155928,97,12816,1428,-10504
155929,97,12640,1392,-10532
155930,97,12740,1300,-10464
155931,97,12672,1480,-10636
155932,97,12704,1388,-10492
155933,97,12760,1380,-10440
155934,97,12668,1348,-10436
155935,97,12776,1364,-10512
155936,97,12768,1396,-10568
155937,97,12788,1388,-10476
155938,97,12772,1368,-10452
155939,97,12688,1336,-10528
155940,97,12804,1332,-10616
155941,97,12688,1332,-10532
155942,97,12808,1360,-10460
155943,97,12768,1396,-10368
155944,97,12740,1384,-10504
155945,97,12752,1448,-10500
155946,97,12800,1416,-10636
155947,97,12728,1468,-10532
155948,97,12632,1452,-10576
155949,97,12804,1364,-10464
155950,97,12792,1428,-10392
155951,97,12792,1364,-10528
155952,97,12804,1440,-10368
155953,97,12876,1368,-10320
155954,97,12772,1420,-10456
155955,97,12744,1448,-10412
155956,97,12748,1532,-10584
155957,97,12760,1332,-10524
155958,97,12664,1344,-10376
155959,97,12736,1428,-10436
155960,97,12792,1392,-10336
155961,97,12816,1420,-10472
155962,97,12852,1308,-10400
155963,97,12828,1332,-10348
155964,97,12772,1404,-10428
155965,97,12792,1364,-10372
155966,97,12872,1444,-10412
155967,97,12756,1272,-10440
155968,97,12748,1336,-10484
155969,97,12788,1384,-10356
155970,97,12784,1360,-10496
155971,97,12840,1360,-10412
155972,97,12840,1440,-10352
155973,97,12800,1324,-10320
155974,97,12792,1276,-10444
155975,97,12780,1328,-10520
155976,97,12772,1452,-10528
155977,97,12776,1424,-10480
155978,97,12848,1244,-10348
155979,97,12804,1464,-10512
155980,97,12704,1396,-10568
155981,97,12736,1404,-10512
155982,97,12712,1496,-10416
155983,97,12780,1496,-10512
155984,97,12780,1444,-10460
155985,97,12748,1432,-10456
155986,97,12800,1388,-10568
155987,97,12872,1424,-10348
155988,97,12828,1416,-10420
155989,97,12840,1320,-10340
155990,97,12724,1300,-10336
155991,97,12856,1404,-10308
155992,97,12848,1508,-10488
155993,97,12824,1472,-10528
155994,97,12744,1436,-10348
155995,97,12820,1336,-10704
155996,97,12756,1388,-10596
155997,97,12984,1572,-9896
155998,97,12672,1400,-10496
155999,97,12452,1268,-10816
156000,97,12832,1260,-10128
156001,97,13008,1408,-10300
156002,97,12740,1248,-10704
156003,97,12668,1268,-10520
156004,97,12804,1344,-10300
156005,97,12716,1376,-10576
156006,97,12816,1440,-10436
156007,97,12852,1284,-10428
156008,97,12884,1236,-10528
156009,97,12752,1488,-10392
156010,97,12700,1472,-10372
156011,97,12752,1508,-10456
156012,97,12792,1500,-10504
156013,97,12796,1528,-10504
156014,97,12684,1404,-10480
156015,97,12788,1380,-10392
156016,97,12788,1380,-10520
156017,97,12804,1436,-10488
156018,97,12760,1440,-10460
156019,97,12812,1412,-10396
156020,97,12804,1408,-10444
156021,97,12752,1324,-10452
156022,97,12832,1444,-10548
156023,97,12732,1408,-10536
156024,97,12732,1412,-10440
156025,97,12760,1488,-10544
156026,97,12704,1408,-10532
156027,97,12744,1448,-10416
156028,97,12708,1396,-10256
156029,97,12764,1420,-10436
156030,97,12804,1372,-10396
156031,97,12800,1408,-10528
156032,97,12804,1448,-10448
156033,97,12748,1496,-10328
156034,97,12764,1460,-10488
156035,97,12788,1492,-10452
156036,97,12672,1388,-10424
156037,97,12772,1440,-10472
156038,97,12832,1436,-10484
156039,97,12776,1408,-10348
156040,97,12880,1456,-10384
156041,97,12784,1384,-10388
156042,97,12784,1392,-10412
156043,97,12684,1440,-10488
156044,97,12896,1484,-10552
156045,97,12800,1372,-10272
156046,97,12760,1456,-10220
156047,97,12876,1392,-10404
156048,97,12908,1288,-10364
156049,97,12848,1392,-10220
156050,97,12796,1348,-10360
156051,97,12816,1380,-10344
156052,97,12776,1368,-10284
156053,97,12712,1376,-10432
156054,97,12788,1448,-10376
156055,97,12668,1484,-10436
156056,97,12796,1556,-10388
156057,97,12744,1540,-10516
156058,97,12764,1404,-10324
156059,97,12812,1496,-10340
156060,97,12880,1516,-10364
156061,97,12764,1492,-10388
156062,97,12712,1460,-10380
156063,97,12872,1472,-10544
156064,97,12756,1460,-10520
156065,97,12816,1464,-10372
156066,97,12700,1456,-10508
156067,97,12840,1532,-10380
156068,97,12892,1352,-10236
156069,97,12832,1360,-10264
156070,97,12780,1456,-10476
156071,97,12812,1416,-10428
156072,97,12852,1460,-10392
156073,97,12892,1452,-10460
156074,97,12704,1380,-10500
156075,97,12756,1468,-10420
156076,97,12764,1468,-10392
156077,97,12704,1452,-10344
156078,97,12736,1448,-10480
156079,97,12732,1492,-10500
156080,97,12892,1496,-10444
156081,97,12696,1400,-10308
156082,97,12800,1380,-10320
156083,97,12812,1500,-10432
156084,97,12740,1460,-10524
156085,97,12788,1424,-10424
156086,97,12908,1388,-10428
156087,97,12776,1376,-10452
156088,97,12752,1364,-10464
156089,97,12776,1400,-10584
156090,97,12732,1372,-10436
156091,97,12748,1368,-10388
156092,97,12700,1472,-10420
156093,97,12852,1448,-10456
156094,97,12788,1376,-10396
156095,97,12752,1412,-10404
156096,97,12768,1384,-10436
156097,97,12844,1360,-10424
156098,97,12748,1448,-10184
156099,97,12804,1464,-10380
156100,97,12864,1404,-10480
156101,97,12888,1424,-10352
156102,97,12740,1508,-10168
156103,97,12816,1408,-10576
156104,97,12912,1328,-10524
156105,97,12840,1416,-10460
156106,97,12828,1332,-10444
156107,97,12956,1428,-10496
156108,97,12752,1272,-10628
156109,97,12880,1308,-10412
156110,97,12728,1400,-10212
156111,97,12864,1228,-10492
156112,97,12864,1336,-10340
156113,97,12884,1316,-10396
156114,97,12972,1308,-10316
156115,97,12672,1424,-10344
156116,97,12772,1444,-10448
156117,97,12696,1360,-10380
156118,97,12708,1396,-10396
156119,97,12840,1400,-10328
156120,97,12808,1356,-10468
156121,97,12828,1336,-10412
156122,97,12816,1324,-10432
156123,97,12844,1320,-10468
156124,97,12848,1248,-10408
156125,97,12864,1332,-10356
156126,97,12832,1240,-10400
156127,97,12788,1424,-10448
156128,97,12668,1312,-10396
156129,97,12760,1404,-10560
156130,97,12692,1392,-10584
156131,97,12660,1312,-10504
156132,97,12872,1348,-10360
156133,97,12824,1300,-10348
156134,97,12888,1444,-10336
156135,97,12960,1472,-10300
156136,97,12840,1444,-10376
156137,97,12808,1404,-10400
156138,97,12772,1404,-10508
156139,97,12800,1384,-10396
156140,97,12768,1340,-10336
156141,97,12804,1436,-10440
156142,97,12932,1388,-10292
156143,97,12784,1468,-10420
156144,97,12860,1444,-10392
156145,97,12836,1416,-10320
156146,97,12808,1300,-10360
156147,97,12816,1408,-10408
156148,97,12792,1524,-10420
156149,97,12924,1496,-10472
156150,97,12792,1448,-10444
156151,97,12724,1436,-10512
156152,97,12744,1352,-10364
156153,97,12704,1492,-10424
156154,97,12732,1520,-10356
156155,97,12864,1392,-10276
156156,97,12792,1488,-10332
156157,97,12776,1384,-10392
156158,97,12796,1368,-10356
156159,97,12880,1360,-10380
156160,97,12812,1292,-10480
156161,97,12804,1372,-10292
156162,97,12852,1504,-10380
156163,97,12876,1304,-10396
156164,97,12856,1256,-10412
156165,97,12808,1296,-10408
156166,97,12716,1380,-10392
156167,97,12776,1516,-10360
156168,97,12892,1448,-10292
156169,97,12700,1492,-10412
156170,97,12872,1496,-10348
156171,97,12816,1628,-9792
156172,97,12708,1556,-10044
156173,97,12872,1264,-10628
156174,97,12928,1276,-10548
156175,97,12872,1428,-10404
156176,97,12800,1276,-10372
156177,97,12848,1460,-10340
156178,97,12824,1440,-10324
156179,97,12816,1256,-10448
156180,97,12972,1364,-10400
156181,97,12772,1524,-10368
156182,97,12848,1416,-10308
156183,97,12848,1284,-10116
156184,97,12868,1460,-10328
156185,97,12884,1428,-10556
156186,97,12848,1456,-10272
156187,97,12804,1504,-10408
156188,97,12704,1520,-10048
156189,97,12860,1304,-10480
156190,97,12864,1452,-10132
156191,97,12724,1492,-10612
156192,97,12776,1520,-10348
156193,97,12720,1456,-10460
156194,97,12904,1468,-10296
156195,97,12892,1392,-10312
156196,97,12896,1432,-10300
156197,97,12812,1440,-10380
156198,97,12892,1328,-10316
156199,97,12796,1380,-10384
156200,97,12768,1416,-10360
156201,97,12812,1300,-10436
156202,97,12756,1372,-10420
156203,97,12852,1388,-10392
156204,97,12848,1324,-10408
156205,97,12808,1284,-10328
156206,97,12784,1376,-10492
156207,97,12792,1404,-10332
156208,97,12820,1488,-10404
156209,97,12832,1360,-10308
156210,97,12792,1396,-10484
156211,97,12712,1292,-10372
156212,97,12760,1416,-10452
156213,97,12852,1340,-10492
156214,97,12820,1448,-10388
156215,97,12804,1504,-10436
156216,97,12724,1400,-10476
156217,97,12880,1320,-10432
156218,97,12864,1376,-10420
156219,97,12808,1364,-10436
156220,97,12864,1280,-10372
156221,97,12816,1424,-10436
156222,97,12804,1440,-10384
156223,97,12784,1404,-10436
156224,97,12864,1380,-10540
156225,97,12872,1472,-10436
156226,97,12872,1356,-10320
156227,97,12864,1468,-10408
156228,97,12772,1412,-10452
156229,97,12796,1376,-10380
156230,97,12876,1388,-10376
156231,97,12816,1396,-10340
156232,97,12808,1384,-10268
156233,97,12940,1212,-10436
156234,97,12832,1416,-10392
156235,97,12832,1464,-10380
156236,97,12896,1452,-10388
156237,97,12828,1464,-10316
156238,97,12844,1468,-10328
156239,97,12880,1436,-10448
156240,97,12836,1424,-10336
156241,97,12932,1368,-10344
156242,97,12852,1492,-10436
156243,97,12908,1432,-10316
156244,97,12856,1412,-10392
156245,97,12704,1300,-10504
156246,97,12948,1412,-10204
156247,97,12800,1464,-10328
156248,97,12804,1568,-10512
156249,97,12840,1376,-10284
156250,97,12848,1384,-10200
156251,97,12880,1472,-10328
156252,97,12936,1452,-10232
156253,97,12768,1408,-10464
156254,97,12816,1376,-10304
156255,97,12932,1468,-10240
156256,97,12860,1492,-10288
156257,97,12844,1380,-10380
156258,97,12884,1412,-10344
156259,97,12780,1448,-10316
156260,97,12756,1456,-10340
156261,97,12852,1372,-10228
156262,97,12824,1332,-10336
156263,97,12892,1500,-10316
156264,97,12892,1400,-10240
156265,97,12972,1456,-10380
156266,97,12788,1396,-10316
156267,97,12868,1408,-10476
156268,97,12812,1368,-10304
156269,97,12832,1328,-10376
156270,97,12772,1468,-10332
156271,97,12852,1444,-10388
156272,97,12728,1424,-10392
156273,97,12760,1432,-10420
156274,97,12848,1416,-10524
156275,97,12816,1360,-10440
156276,97,12844,1452,-10372
156277,97,12828,1484,-10296
156278,97,12736,1328,-10256
156279,97,12712,1444,-10440
156280,97,12812,1464,-10484
156281,97,12744,1360,-10344
156282,97,12844,1300,-10456
156283,97,12932,1340,-10500
156284,97,12888,1428,-10384
156285,97,12896,1424,-10276
156286,97,12912,1436,-10328
156287,97,12888,1388,-10248
156288,97,12892,1548,-10268
156289,97,12872,1440,-10356
156290,97,12828,1480,-10336
156291,97,12884,1460,-10276
156292,97,12860,1440,-10304
156293,97,12824,1352,-10344
156294,97,12864,1404,-10352
156295,97,12780,1512,-10272
156296,97,12864,1424,-10228
156297,97,12772,1416,-10432
156298,97,12784,1472,-10404
156299,97,12876,1364,-10380
156300,97,12832,1416,-10348
156301,97,12908,1452,-10224
156302,97,12852,1408,-10428
156303,97,12904,1352,-10152
156304,97,12840,1488,-10408
156305,97,13016,1416,-10220
156306,97,12952,1392,-10356
