data_id,_id,x,y,z
190,2,8320,660,-14576
191,2,8120,412,-14496
192,2,8120,412,-14496
193,2,8800,568,-14380
194,2,8800,568,-14380
195,2,8452,584,-14424
196,2,8512,304,-14388
197,2,8752,756,-13912
198,2,8572,948,-13912
199,2,8292,384,-14304
200,2,8220,-60,-14172
201,2,8408,712,-14040
202,2,8408,712,-14040
203,2,8288,304,-14208
204,2,8028,-76,-14464
205,2,8024,-348,-14456
206,2,8148,-80,-14628
207,2,7772,-264,-14512
208,2,7772,-264,-14512
209,2,7984,36,-14564
210,2,7984,36,-14564
211,2,7896,124,-14368
212,2,8204,-336,-13996
213,2,8204,-336,-13996
214,2,8204,-336,-13996
215,2,8004,68,-14284
216,2,7968,232,-14496
217,2,8160,112,-14444
218,2,8160,112,-14444
219,2,8108,72,-14544
220,2,8200,432,-14472
221,2,8152,328,-14432
222,2,8108,68,-14364
223,2,8344,232,-14148
224,2,8356,232,-14036
225,2,8316,180,-14172
226,2,8292,324,-14364
227,2,8128,204,-14320
228,2,8104,60,-14520
229,2,8208,-40,-14256
230,2,8196,80,-14180
231,2,8076,-16,-14300
232,2,8076,-16,-14300
233,2,8144,224,-14400
234,2,8144,224,-14400
235,2,7820,56,-14464
236,2,7820,56,-14464
237,2,8036,-332,-14308
238,2,8008,-224,-14320
239,2,8112,192,-14600
240,2,8212,512,-14504
241,2,8040,-340,-14500
242,2,8040,-340,-14500
243,2,8156,-320,-14424
244,2,8156,-320,-14424
245,2,8188,-80,-14456
246,2,8188,-80,-14456
247,2,8096,-120,-14396
248,2,8092,52,-14368
249,2,8092,52,-14368
250,2,8540,380,-14112
251,2,8540,380,-14112
252,2,8452,-48,-14088
253,2,8452,-48,-14088
254,2,8452,-48,-14088
255,2,8384,-8,-14412
256,2,8384,-8,-14412
257,2,8384,-8,-14412
258,2,8004,4,-14456
259,2,8004,4,-14456
260,2,8196,-8,-14516
261,2,8196,-8,-14516
262,2,8196,-8,-14516
263,2,8360,-224,-14296
264,2,8360,-224,-14296
265,2,8288,-160,-14300
266,2,8300,-176,-14364
267,2,8300,-176,-14364
268,2,8300,-176,-14364
269,2,7752,-532,-14264
270,2,7752,-532,-14264
271,2,7792,-464,-14000
272,2,8052,-212,-13856
273,2,8176,-224,-14020
274,2,8272,32,-14052
275,2,8224,168,-14152
276,2,8240,196,-14292
277,2,8176,192,-14396
278,2,8092,400,-14440
279,2,8124,672,-14552
280,2,8292,656,-14400
281,2,8292,760,-14488
282,2,8292,760,-14488
283,2,8292,572,-14472
284,2,8308,736,-14600
285,2,8120,868,-14496
286,2,8228,692,-14548
287,2,8220,612,-14400
288,2,8468,392,-14052
289,2,8588,424,-14048
290,2,8564,432,-14012
291,2,8496,392,-14128
292,2,8348,472,-14228
293,2,8296,372,-14268
294,2,8296,368,-14224
295,2,8340,260,-14184
296,2,8160,240,-14120
297,2,8348,268,-14056
298,2,8420,332,-14216
299,2,8364,224,-14240
300,2,8364,224,-14240
301,2,8296,344,-14392
302,2,8296,344,-14392
303,2,8328,-80,-14308
304,2,8328,-80,-14308
305,2,8252,148,-14352
306,2,8252,148,-14352
307,2,8196,112,-14204
308,2,8196,112,-14204
309,2,8136,176,-14304
310,2,8264,52,-14372
311,2,8264,52,-14372
312,2,8192,-44,-14448
313,2,8192,-44,-14448
314,2,8192,-44,-14448
315,2,8304,84,-14316
316,2,8352,-8,-14296
317,2,8240,-44,-14144
318,2,8240,-44,-14144
319,2,8304,184,-14256
320,2,8304,184,-14256
321,2,8212,196,-14272
322,2,8240,164,-14276
323,2,8196,204,-14252
324,2,8196,204,-14252
325,2,8260,324,-14276
326,2,8260,324,-14276
327,2,8208,276,-14420
328,2,8208,276,-14420
329,2,8236,256,-14324
330,2,8236,256,-14324
331,2,8236,256,-14324
332,2,8240,92,-14192
333,2,8240,92,-14192
334,2,8196,120,-14468
335,2,8196,120,-14468
336,2,8196,120,-14468
337,2,8216,284,-14320
338,2,8216,284,-14320
339,2,8268,372,-14208
340,2,8188,144,-14344
341,2,8248,168,-14280
342,2,8240,204,-14196
343,2,8324,308,-14608
344,2,8324,308,-14608
345,2,8324,308,-14608
346,2,8324,252,-14460
347,2,8324,252,-14460
348,2,8184,240,-14576
349,2,8184,240,-14576
350,2,8184,240,-14576
351,2,7908,212,-14532
352,2,8040,292,-14340
353,2,8208,408,-14160
354,2,8164,308,-14076
355,2,8208,264,-14176
356,2,8208,512,-14252
357,2,7996,384,-14276
358,2,8220,476,-13960
359,2,8400,740,-14420
360,2,8580,740,-13692
361,2,8380,764,-14096
362,2,8496,676,-14188
363,2,8504,676,-14024
364,2,8684,652,-14080
365,2,8604,844,-13884
366,2,8604,844,-13884
367,2,8812,720,-14000
368,2,8656,692,-13904
369,2,8656,692,-13904
370,2,8528,568,-13944
371,2,8528,568,-13944
372,2,8528,568,-13944
373,2,8848,684,-13876
374,2,8848,684,-13876
375,2,8560,672,-14084
376,2,8560,672,-14084
377,2,8880,696,-13808
378,2,8880,696,-13808
379,2,8756,616,-13968
380,2,8756,616,-13968
381,2,8436,684,-14156
382,2,8660,720,-14212
383,2,8820,820,-14044
384,2,8976,760,-13840
385,2,8540,672,-14496
386,2,8540,672,-14496
387,2,8736,1392,-13668
388,2,8732,864,-13772
389,2,8960,736,-13888
390,2,8900,968,-13824
391,2,8900,968,-13824
392,2,8780,1016,-13840
393,2,8780,1016,-13840
394,2,8828,1020,-13776
395,2,8712,872,-13844
396,2,8880,876,-13948
397,2,8880,876,-13948
398,2,8776,688,-13852
399,2,8776,688,-13852
400,2,8776,688,-13852
401,2,8540,988,-13836
402,2,8540,988,-13836
403,2,8120,760,-13820
404,2,8120,760,-13820
405,2,8120,760,-13820
406,2,8724,564,-14104
407,2,8724,564,-14104
408,2,9388,636,-14284
409,2,9388,636,-14284
410,2,9388,636,-14284
411,2,9416,936,-14180
412,2,8928,864,-14136
413,2,8784,984,-13964
414,2,8784,984,-13964
415,2,8560,1008,-13908
416,2,8560,1008,-13908
417,2,8588,916,-14048
418,2,8456,732,-13944
419,2,8520,772,-14052
420,2,8564,752,-13960
421,2,8408,636,-14124
422,2,8492,764,-14128
423,2,8536,784,-14224
424,2,8488,720,-14280
425,2,8356,664,-14156
426,2,8596,684,-14056
427,2,8596,684,-14056
428,2,8596,656,-13976
429,2,8596,656,-13976
430,2,8596,656,-13976
431,2,8576,672,-14012
432,2,8576,672,-14012
433,2,8668,760,-14132
434,2,8676,736,-13804
435,2,8684,508,-13972
436,2,8528,608,-14144
437,2,8536,956,-14088
438,2,8536,956,-14088
439,2,8604,868,-14156
440,2,8604,868,-14156
441,2,8676,864,-13912
442,2,8676,864,-13912
443,2,8568,704,-14132
444,2,8568,704,-14132
445,2,8580,760,-14168
446,2,8628,668,-14172
447,2,8572,632,-14116
448,2,8572,632,-14116
449,2,8592,776,-14092
450,2,8608,792,-14048
451,2,8700,788,-13996
452,2,8560,784,-14092
453,2,8648,812,-13944
454,2,8648,768,-14136
455,2,8780,780,-14108
456,2,8736,752,-14228
457,2,8684,936,-14160
458,2,8428,896,-14192
459,2,8816,988,-13680
460,2,8816,988,-13680
461,2,8428,776,-13940
462,2,8428,776,-13940
463,2,8712,844,-14076
464,2,8676,776,-14092
465,2,8560,848,-14128
466,2,8560,848,-14128
467,2,8528,876,-14084
468,2,8700,636,-13940
469,2,8704,640,-13972
470,2,8800,808,-14048
471,2,8772,748,-13904
472,2,8772,748,-13904
473,2,8792,736,-13976
474,2,8748,692,-13888
475,2,8904,700,-13940
476,2,8772,676,-13972
477,2,8592,768,-13936
478,2,8592,768,-13936
479,2,8648,760,-14056
480,2,8692,768,-14000
481,2,8712,640,-13992
482,2,8604,708,-14088
483,2,8604,708,-14088
484,2,8604,708,-14088
485,2,8604,708,-14088
486,2,8604,708,-14088
487,2,8812,832,-14080
488,2,8812,832,-14080
489,2,8812,832,-14080
490,2,8736,868,-13988
491,2,8736,868,-13988
492,2,8688,780,-14020
493,2,8712,792,-13864
494,2,8712,792,-13864
495,2,8772,756,-13996
496,2,8688,772,-14124
497,2,8696,780,-14032
498,2,8728,800,-13992
499,2,8684,756,-13812
500,2,8872,844,-13940
501,2,8872,844,-13940
502,2,8872,844,-13940
503,2,8668,732,-14036
504,2,8668,732,-14036
505,2,8660,744,-13972
506,2,8660,744,-13972
507,2,8668,840,-13900
508,2,8720,760,-13976
509,2,8736,684,-13876
510,2,8704,688,-14016
511,2,8712,764,-13992
512,2,8656,728,-13920
513,2,8744,752,-13944
514,2,8740,748,-13884
515,2,8840,660,-14044
516,2,8648,808,-14048
517,2,8664,784,-13948
518,2,8804,780,-13972
519,2,8720,756,-13976
520,2,8804,720,-13992
521,2,8808,788,-13988
522,2,8740,760,-13892
523,2,8776,840,-13968
524,2,8776,840,-13968
525,2,8656,796,-13944
526,2,8656,796,-13944
527,2,8716,836,-13880
528,2,8716,836,-13880
529,2,8804,748,-13964
530,2,8804,748,-13964
531,2,8768,884,-13984
532,2,8768,884,-13984
533,2,8772,820,-13968
534,2,8772,820,-13968
535,2,8832,744,-13980
536,2,8832,744,-13980
537,2,8740,672,-14012
538,2,8840,688,-14048
539,2,8628,856,-14060
540,2,8772,848,-13972
541,2,8692,872,-13956
542,2,8708,804,-13952
543,2,8764,800,-13964
544,2,8712,736,-14000
545,2,8764,788,-13900
546,2,8688,864,-14020
547,2,8644,768,-13980
548,2,8860,796,-13916
549,2,8732,768,-13968
550,2,8732,768,-13968
551,2,8740,744,-14004
552,2,8740,744,-14004
553,2,8788,848,-13976
554,2,8788,848,-13976
555,2,8764,808,-13956
556,2,8764,808,-13956
557,2,8736,848,-14060
558,2,8736,848,-14060
559,2,8728,768,-13864
560,2,8728,768,-13864
561,2,8844,836,-14016
562,2,8844,836,-14016
563,2,8648,816,-14052
564,2,8648,816,-14052
565,2,8704,820,-13916
566,2,8704,820,-13916
567,2,8736,892,-13808
568,2,8872,676,-13964
569,2,8872,676,-13964
570,2,8872,676,-13964
571,2,8604,888,-14056
572,2,8604,888,-14056
573,2,8732,896,-13880
574,2,8732,896,-13880
575,2,8732,896,-13880
576,2,8788,760,-13880
577,2,8788,760,-13880
578,2,8684,748,-13984
579,2,8684,748,-13984
580,2,8684,748,-13984
581,2,8672,808,-13932
582,2,8672,808,-13932
583,2,8796,748,-14008
584,2,8860,712,-13956
585,2,8784,816,-13980
586,2,8712,808,-14080
587,2,8712,808,-14080
588,2,8712,808,-14080
589,2,8716,776,-13940
590,2,8716,776,-13940
591,2,8784,820,-13872
592,2,8784,820,-13872
593,2,8640,676,-14104
594,2,8640,676,-14104
595,2,8624,828,-14024
596,2,8720,808,-14100
597,2,8688,776,-13932
598,2,8660,708,-13968
599,2,8716,852,-13964
600,2,8716,748,-14000
601,2,8816,788,-13964
602,2,8728,880,-13924
603,2,8836,752,-13884
604,2,8732,808,-13960
605,2,8612,924,-13916
606,2,8716,692,-14068
607,2,8612,592,-14004
608,2,8612,592,-14004
609,2,8712,856,-14108
610,2,8700,852,-13944
611,2,8756,824,-14000
612,2,8756,824,-14000
613,2,8672,852,-14020
614,2,8672,852,-14020
615,2,8688,872,-13980
616,2,8688,872,-13980
617,2,8660,936,-13908
618,2,8732,884,-14048
619,2,8804,720,-14032
620,2,8620,832,-14008
621,2,8588,736,-14192
622,2,8600,836,-14252
623,2,8560,572,-14168
624,2,8560,572,-14168
625,2,8560,572,-14168
626,2,8756,660,-13796
627,2,8756,660,-13796
628,2,8756,660,-13796
629,2,8732,972,-13788
630,2,8732,972,-13788
631,2,8776,784,-13956
632,2,8960,668,-13896
633,2,8752,740,-13968
634,2,8752,740,-13968
635,2,8752,740,-13968
636,2,8752,740,-13968
637,2,8756,464,-14048
638,2,8756,464,-14048
639,2,9076,1240,-13540
640,2,9076,1240,-13540
641,2,9076,1240,-13540
642,2,9028,808,-13732
643,2,9028,808,-13732
644,2,9028,808,-13732
645,2,8900,956,-13700
646,2,8900,956,-13700
647,2,9040,1132,-13720
648,2,9136,1212,-13508
649,2,9076,1412,-13304
650,2,9052,1492,-13360
651,2,9360,1664,-13272
652,2,9464,1732,-13424
653,2,9456,2028,-13292
654,2,9456,2028,-13292
655,2,9684,2200,-13356
656,2,9684,2200,-13356
657,2,9332,2276,-13496
658,2,9332,2276,-13496
659,2,9276,2164,-13400
660,2,9532,2284,-13288
661,2,9752,2072,-13180
662,2,9944,2320,-13240
663,2,9888,2308,-13292
664,2,9796,2252,-13224
665,2,9692,2372,-13320
666,2,9692,2372,-13320
667,2,9528,2248,-13240
668,2,9528,2248,-13240
669,2,9432,2188,-13320
670,2,9432,2188,-13320
671,2,9432,2188,-13320
672,2,9432,2188,-13320
673,2,9500,2156,-13484
674,2,9500,2156,-13484
675,2,9416,2268,-13412
676,2,9516,2352,-13452
677,2,9488,2252,-13244
678,2,9488,2252,-13244
679,2,9716,2216,-13276
680,2,9716,2216,-13276
681,2,9580,2028,-13352
682,2,9544,2208,-13272
683,2,9544,2208,-13272
684,2,9544,2208,-13272
685,2,9508,2080,-13356
686,2,9508,2080,-13356
687,2,9592,2000,-13384
688,2,9416,2224,-13320
689,2,9528,2160,-13336
690,2,9352,2220,-13260
691,2,9504,2140,-13240
692,2,9616,2268,-13256
693,2,9632,2136,-13392
694,2,9648,2092,-13364
695,2,9432,1984,-13480
696,2,9292,1940,-13388
697,2,9596,2048,-13240
698,2,9596,2048,-13240
699,2,9572,2048,-13236
700,2,9572,2048,-13236
701,2,9428,2028,-13336
702,2,9452,2080,-13228
703,2,9404,2196,-13228
704,2,9708,2296,-13224
705,2,10096,2440,-12856
706,2,10096,2440,-12856
707,2,10244,2424,-12952
708,2,9952,2188,-13196
709,2,9480,2020,-13508
710,2,9480,2020,-13508
711,2,9148,1704,-13444
712,2,9148,1704,-13444
713,2,9712,2348,-13280
714,2,9712,2348,-13280
715,2,9568,2276,-13352
716,2,9568,2276,-13352
717,2,9568,2276,-13352
718,2,9668,2256,-13304
719,2,9668,2256,-13304
720,2,9580,2232,-13328
721,2,9400,2108,-13480
722,2,9400,2108,-13480
723,2,9400,2108,-13480
724,2,9396,2152,-13444
725,2,9452,2224,-13508
726,2,9452,2224,-13508
727,2,9584,2256,-13296
728,2,9564,2276,-13272
729,2,9620,2252,-13372
730,2,9616,2456,-13380
731,2,9604,2396,-13496
732,2,9416,2256,-13492
733,2,9348,2260,-13492
734,2,9168,2016,-13448
735,2,9168,2016,-13448
736,2,9260,1976,-13532
737,2,9196,1896,-13500
738,2,9196,1896,-13500
739,2,9196,1896,-13500
740,2,9252,1624,-13448
741,2,9252,1624,-13448
742,2,9072,1660,-13660
743,2,9072,1660,-13660
744,2,9072,1660,-13660
745,2,9228,1496,-13576
746,2,9228,1496,-13576
747,2,9300,1584,-13692
748,2,9272,1400,-13584
749,2,9256,1368,-13608
750,2,9296,1292,-13536
751,2,9112,1284,-13680
752,2,9272,1124,-13692
753,2,9144,1104,-13576
754,2,9208,1032,-13692
755,2,9140,968,-13656
756,2,9152,1128,-13688
757,2,9152,1128,-13688
758,2,9120,1100,-13744
759,2,9120,1100,-13744
760,2,9080,1068,-13772
761,2,9076,1052,-13772
762,2,9020,996,-13764
763,2,9080,1004,-13688
764,2,9144,1004,-13780
765,2,9144,1004,-13780
766,2,9144,1004,-13780
767,2,9008,1088,-13844
768,2,9008,1088,-13844
769,2,9248,1236,-13724
770,2,9248,1236,-13724
771,2,9248,1236,-13724
772,2,9400,1128,-13896
773,2,9400,1128,-13896
774,2,9400,1128,-13896
775,2,9400,1128,-13896
776,2,9120,1144,-13864
777,2,9052,956,-13888
778,2,8880,1040,-13696
779,2,8880,1040,-13696
780,2,8888,920,-13712
781,2,8924,896,-13764
782,2,8980,1028,-13596
783,2,8980,1028,-13596
784,2,9112,928,-13684
785,2,8996,848,-13808
786,2,8888,972,-13856
787,2,8888,972,-13856
788,2,8844,732,-13944
789,2,8856,732,-13720
790,2,8856,732,-13720
791,2,8856,732,-13720
792,2,8948,684,-13720
793,2,8880,728,-13668
794,2,9036,832,-13812
795,2,9036,832,-13812
796,2,9120,688,-13744
797,2,9120,688,-13744
798,2,9120,688,-13744
799,2,9120,688,-13744
800,2,9028,644,-13936
801,2,8924,652,-13880
802,2,8988,824,-13724
803,2,8988,824,-13724
804,2,9100,904,-13812
805,2,9060,756,-13916
806,2,9188,1172,-13744
807,2,9188,1172,-13744
808,2,9140,1308,-13732
809,2,8792,960,-13820
810,2,8792,960,-13820
811,2,8792,960,-13820
812,2,8952,932,-13800
813,2,9128,928,-13768
814,2,8864,684,-13812
815,2,8864,684,-13812
816,2,9004,632,-13816
817,2,9080,716,-13868
818,2,9152,736,-13828
819,2,9132,772,-13676
820,2,9084,628,-13772
821,2,9084,628,-13772
822,2,9212,564,-13660
823,2,9212,564,-13660
824,2,9260,548,-13636
825,2,9260,548,-13636
826,2,9324,456,-13668
827,2,9228,488,-13796
828,2,8996,432,-13776
829,2,8996,432,-13776
830,2,9000,484,-13752
831,2,8884,580,-13828
832,2,8988,572,-13752
833,2,8876,468,-13796
834,2,9104,792,-13744
835,2,9104,792,-13744
836,2,8992,972,-14216
837,2,8992,972,-14216
838,2,8892,1064,-14248
839,2,8668,852,-14160
840,2,8972,472,-13524
841,2,8972,472,-13524
842,2,9232,-76,-13388
843,2,9232,-76,-13388
844,2,9288,-36,-13572
845,2,9340,204,-13496
846,2,9220,500,-13452
847,2,8988,296,-13524
848,2,9212,364,-13840
849,2,8992,308,-14140
850,2,9056,700,-13680
851,2,9056,700,-13680
852,2,9288,560,-13736
853,2,9288,560,-13736
854,2,9480,1212,-13236
855,2,9480,1212,-13236
856,2,9984,1336,-13060
857,2,9984,1336,-13060
858,2,10008,1176,-13240
859,2,10008,1176,-13240
860,2,9884,1108,-12872
861,2,9884,1108,-12872
862,2,9804,1180,-12804
863,2,9856,1124,-12836
864,2,9892,1292,-13344
865,2,9228,968,-13484
866,2,9228,968,-13484
867,2,9228,968,-13484
868,2,9404,2104,-13596
869,2,9404,2104,-13596
870,2,9404,2104,-13596
871,2,9404,2104,-13596
872,2,9680,2300,-13416
873,2,9108,1952,-13500
874,2,9108,1952,-13500
875,2,9108,1952,-13500
876,2,9756,1524,-12856
877,2,9756,1524,-12856
878,2,9868,1152,-13404
879,2,9348,1364,-13688
880,2,9120,1480,-13560
881,2,9620,1600,-13536
882,2,9620,1600,-13536
883,2,9336,1824,-13480
884,2,9336,1824,-13480
885,2,9368,1848,-13368
886,2,9368,1848,-13368
887,2,9368,1848,-13368
888,2,9328,1952,-13456
889,2,9328,1952,-13456
890,2,9448,1904,-13360
891,2,9448,1904,-13360
892,2,9480,1832,-13260
893,2,9412,1940,-13528
894,2,9372,2012,-13572
895,2,9292,2044,-13576
896,2,9440,2036,-13644
897,2,9356,2080,-13380
898,2,9348,2108,-13532
899,2,9220,2088,-13396
900,2,9220,2088,-13396
901,2,9220,2088,-13396
902,2,9380,2152,-13420
903,2,9376,2156,-13468
904,2,9376,2156,-13468
905,2,9452,2172,-13420
906,2,9452,2172,-13420
907,2,9452,2172,-13420
908,2,9356,2144,-13468
909,2,9356,2144,-13468
910,2,9368,2044,-13484
911,2,9420,2072,-13400
912,2,9376,1944,-13496
913,2,9376,1944,-13496
914,2,9372,1968,-13488
915,2,9384,2052,-13504
916,2,9324,2080,-13404
917,2,9388,2120,-13308
918,2,9388,2120,-13308
919,2,9356,1956,-13472
920,2,9356,1956,-13472
921,2,9356,1956,-13472
922,2,9328,2072,-13332
923,2,9328,2072,-13332
924,2,9296,2008,-13556
925,2,9296,2008,-13556
926,2,9296,2008,-13556
927,2,9316,2056,-13512
928,2,9324,1876,-13488
929,2,9324,1876,-13488
930,2,9312,1912,-13544
931,2,9312,1912,-13544
932,2,9256,1940,-13496
933,2,9400,1944,-13336
934,2,9344,1948,-13592
935,2,9284,2020,-13496
936,2,9280,1916,-13420
937,2,9292,2016,-13436
938,2,9352,1976,-13516
939,2,9412,1984,-13524
940,2,9348,1948,-13416
941,2,9372,1896,-13536
942,2,9288,1964,-13580
943,2,9288,1964,-13580
944,2,9360,2016,-13612
945,2,9360,2016,-13612
946,2,9340,1924,-13464
947,2,9384,2004,-13432
948,2,9384,2116,-13296
949,2,9344,1956,-13412
950,2,9540,1896,-13512
951,2,9384,2096,-13480
952,2,9332,2032,-13628
953,2,9288,2060,-13456
954,2,9344,2052,-13444
955,2,9320,2060,-13400
956,2,9244,1940,-13376
957,2,9328,1956,-13608
958,2,9320,2184,-13536
959,2,9224,2048,-13472
960,2,9396,2108,-13468
961,2,9396,2108,-13468
962,2,9396,2108,-13468
963,2,9412,2056,-13332
964,2,9412,2056,-13332
965,2,9412,2056,-13332
966,2,9420,2020,-13372
967,2,9420,2020,-13372
968,2,9420,2020,-13372
969,2,9400,2028,-13452
970,2,9400,2028,-13452
971,2,9400,2028,-13452
972,2,9396,2056,-13356
973,2,9396,2056,-13356
974,2,9356,2128,-13432
975,2,9504,2184,-13516
976,2,9520,2152,-13232
977,2,9468,1856,-13368
978,2,9388,1824,-13436
979,2,9336,1936,-13624
980,2,9252,2008,-13512
981,2,9252,2008,-13512
982,2,9324,1736,-13628
983,2,9648,2108,-13420
984,2,9648,2108,-13420
985,2,9708,2344,-13376
986,2,9708,2344,-13376
987,2,9592,2140,-13464
988,2,9636,2032,-13476
989,2,9636,2032,-13476
990,2,9792,2248,-13272
991,2,10036,2328,-13372
992,2,9624,2492,-13480
993,2,9656,2508,-13444
994,2,9300,1820,-13620
995,2,9300,1820,-13620
996,2,9196,1932,-13560
997,2,8820,1852,-13780
998,2,8764,1492,-14048
999,2,8764,1492,-14048
1000,2,8912,1480,-14072
1001,2,8912,1480,-14072
1002,2,9104,1404,-13952
1003,2,8384,1000,-14140
1004,2,8380,772,-14304
1005,2,8364,-220,-14004
1006,2,7980,-1028,-13880
1007,2,7980,-1028,-13880
1008,2,7980,-1028,-13880
1009,2,7980,-1028,-13880
1010,2,8344,-1120,-13864
1011,2,7300,-2356,-14576
1012,2,6892,-2824,-14484
1013,2,7712,-2008,-14220
1014,2,7568,-1932,-14196
1015,2,7404,-1988,-13984
1016,2,7368,-2172,-13940
1017,2,7400,-1664,-14020
1018,2,7400,-1664,-14020
1019,2,7400,-1664,-14020
1020,2,6588,-2752,-15604
1021,2,6588,-2752,-15604
1022,2,7744,-2332,-14788
1023,2,7760,-2344,-14528
1024,2,7760,-2344,-14528
1025,2,7372,-1796,-14512
1026,2,7372,-1796,-14512
1027,2,7304,-1768,-14440
1028,2,7304,-1768,-14440
1029,2,7304,-1768,-14440
1030,2,7300,-1764,-14380
1031,2,7144,-1616,-14748
1032,2,7144,-1616,-14748
