_id,level_1,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_max,y_max,z_max,x_min,y_min,z_min,x_energy,y_energy,z_energy,x_iqr,y_iqr,z_iqr,xy_corr,xz_corr,yz_corr,sma,x_mean_pos1,x_std_pos1,x_max_pos1,x_min_pos1,y_mean_pos1,y_std_pos1,y_max_pos1,y_min_pos1,z_mean_pos1,z_std_pos1,z_max_pos1,z_min_pos1,sma_pos1,x_energy_pos1,y_energy_pos1,z_energy_pos1,x_iqr_pos1,y_iqr_pos1,z_iqr_pos1,xy_corr_pos1,xz_corr_pos1,yz_corr_pos1,height,mass,position,is_valid,age,sex
2,1742,11070.613333333333,1010.7733333333332,-12232.72,337.46379137455455,359.0841525634656,295.4579072107114,11532.0,1380.0,-11808.0,9384.0,-1032.0,-13644.0,122672361.38666669,1150604.16,149726733.97333333,207.0,147.0,230.0,0.6756832117235949,0.926326214066424,0.6807539078003034,16539.120413110602,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,1780,10975.413333333334,677.7066666666667,-12315.733333333334,366.5933657640605,603.4744462600623,323.8405094418479,11532.0,1380.0,-11808.0,9384.0,-1032.0,-13644.0,120594088.53333332,823467.7333333333,151782160.21333334,368.0,1029.0,361.0,0.57042478943986,0.9159672149611378,0.6190606270799387,16528.45460470111,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,1818,10953.813333333334,375.8666666666667,-12341.6,362.1876012357256,605.8050584873725,316.3248962696423,11532.0,1380.0,-11808.0,9384.0,-1032.0,-13644.0,120117206.4,508275.52,152415152.0,357.0,1219.0,327.0,0.3847097538250347,0.9101171224274316,0.4299753054359367,16523.628985725543,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,1856,10920.266666666666,169.92,-12386.266666666666,370.4477051112912,445.17675171404295,310.3417184688876,11596.0,1380.0,-11776.0,9384.0,-1032.0,-13644.0,119389455.57333334,227055.14666666667,153515913.92,358.0,549.0,339.0,0.2757505930889745,0.8642533954022928,0.3240896843949633,16526.248811631114,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,1894,10958.133333333331,388.50666666666666,-12351.84,293.5519185576698,680.0831787035728,277.9962129238454,11856.0,2336.0,-11364.0,10156.0,-960.0,-13384.0,120166858.88,613450.56,152645233.28,342.0,822.0,335.0,-0.0191353413344285,0.6826932546781397,-0.0228542008131747,16534.75260038341,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,1932,10785.333333333334,750.1866666666666,-12483.653333333334,467.37021252488427,671.6611187860208,401.4496230191557,11856.0,2336.0,-11364.0,9708.0,-420.0,-13392.0,116541850.02666669,1013908.6933333334,156002762.34666666,654.0,1164.0,501.0,-0.4569093855918871,0.864855230621484,-0.4211484336811619,16538.827645826783,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,1970,10518.88,1050.6666666666667,-12695.626666666669,514.0349394091159,490.1035899571529,435.5009612950227,11856.0,2336.0,-11364.0,9692.0,-116.0,-13392.0,110911068.37333332,1344101.9733333334,161368597.54666665,791.0,571.0,699.0,-0.3338742643235745,0.880691643157002,-0.3046684975873898,16540.76539478109,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,2008,10209.92,1107.36,-12937.52,474.4871690572887,433.2756671373702,420.2647216537056,11856.0,2336.0,-11364.0,9328.0,-140.0,-13572.0,104467604.48,1413973.9733333334,167556046.18666667,595.0,384.0,530.0,0.5133160808815148,0.8945298131008671,0.4372003132431672,16535.277751273552,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,2046,9990.053333333331,933.4133333333332,-13117.12,230.450335550972,370.31968507703647,221.55528790800724,10520.0,1716.0,-12436.0,9328.0,-140.0,-13572.0,99854272.96,1008397.12,172107923.84,353.0,508.0,291.0,0.6099862228401167,0.8614530930985443,0.580811468252573,16521.596681757273,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,2084,9969.6,832.32,-13140.266666666666,208.46665600682203,311.77206032613,186.5908417426273,10404.0,1428.0,-12700.0,9328.0,-140.0,-13572.0,99436382.50666666,789958.4,172701424.21333334,327.0,330.0,252.0,0.533986202221524,0.8425379095074026,0.5164767111412524,16520.338715510414,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
2,2122,9882.16,843.7066666666667,-13194.693333333333,309.61847662351585,627.0716019367769,259.8019745028039,10484.0,3012.0,-12668.0,8748.0,-1344.0,-14364.0,97752949.86666666,1105059.7333333334,174167429.22666666,386.0,378.0,307.0,0.2685662300025443,0.7003532282576457,0.447673902556653,16522.824199959145,15146.131868131868,160.38577750829157,16424.0,12984.0,-1865.6117216117216,122.33108359951603,-1588.0,-3500.0,-6243.5677655677655,290.7456767793016,-5008.0,-7132.0,16491.939760522124,229431010.6080586,3495458.285714286,39066594.08058608,196.0,132.0,485.0,-0.2033833995211394,0.7509250972497991,-0.4524488776596991,185,75,1,0,18,1
