_id,x_mean,x_std,x_max,x_min,y_mean,y_std,y_max,y_min,z_mean,z_std,z_max,z_min,sma,x_energy,y_energy,z_energy,x_iqr,y_iqr,z_iqr,xy_corr,xz_corr,yz_corr,x_mean_pos1,x_std_pos1,x_max_pos1,x_min_pos1,y_mean_pos1,y_std_pos1,y_max_pos1,y_min_pos1,z_mean_pos1,z_std_pos1,z_max_pos1,z_min_pos1,sma_pos1,x_energy_pos1,y_energy_pos1,z_energy_pos1,x_iqr_pos1,y_iqr_pos1,z_iqr_pos1,xy_corr_pos1,xz_corr_pos1,yz_corr_pos1
70,10854.546867411364,428.238839331281,15968.0,6020.0,308.3691112190384,669.7950455544641,4824.0,-8452.0,-12480.36911121904,434.59679573899854,-5564.0,-15416.0,16566.69122061598,118004487.13356,543499.0267119961,155948395.7960175,260.0,272.0,234.0,-0.3584697565310497,0.7512215652734612,-0.490608525967279,11517.746202841745,848.9266950654037,13588.0,10092.0,643.7295443410093,431.8871917824421,2648.0,-1068.0,-11784.96423321901,886.81321241856,-9452.0,-13160.0,16542.073020825028,133378801.02694756,600822.882900539,139671434.3321901,1608.0,552.0,1584.0,0.6293167588742955,0.9834081643798837,0.6570048837181724
71,13224.002706359946,361.8666568109865,14420.0,11060.0,-582.0405953991881,245.5430161061004,404.0,-1904.0,-9866.17050067659,470.87055824586383,-8432.0,-11920.0,16521.53368683577,175005106.45737484,399021.8349120433,97562889.41813262,288.0,268.0,364.0,0.3395414684173578,0.9582366123635708,0.2964373735734177,11517.746202841745,848.9266950654037,13588.0,10092.0,643.7295443410093,431.8871917824421,2648.0,-1068.0,-11784.96423321901,886.81321241856,-9452.0,-13160.0,16542.073020825028,133378801.02694756,600822.882900539,139671434.3321901,1608.0,552.0,1584.0,0.6293167588742955,0.9834081643798837,0.6570048837181724
72,12169.461426491996,3409.7598650025548,30724.0,-668.0,-655.6098981077147,2366.889626505074,6596.0,-10540.0,-11005.494420184375,2776.7217051336124,-4540.0,-22580.0,16764.482603454537,159716612.5725376,6029272.663755459,128827349.86899564,3176.0,3904.0,3288.0,-0.1045673790494033,-0.3202990630131171,0.0841802145679304,11517.746202841745,848.9266950654037,13588.0,10092.0,643.7295443410093,431.8871917824421,2648.0,-1068.0,-11784.96423321901,886.81321241856,-9452.0,-13160.0,16542.073020825028,133378801.02694756,600822.882900539,139671434.3321901,1608.0,552.0,1584.0,0.6293167588742955,0.9834081643798837,0.6570048837181724
76,14438.435185185184,393.7370408115699,16772.0,12716.0,1318.812962962963,853.5405303667253,5768.0,-4396.0,-7857.133333333333,575.0755834085641,-5704.0,-9700.0,16526.72328421424,208623367.68148148,2467461.7851851853,62065103.03703704,568.0,912.0,892.0,-0.4304588423045306,0.8564278792647522,-0.4327520898043031,11517.746202841745,848.9266950654037,13588.0,10092.0,643.7295443410093,431.8871917824421,2648.0,-1068.0,-11784.96423321901,886.81321241856,-9452.0,-13160.0,16542.073020825028,133378801.02694756,600822.882900539,139671434.3321901,1608.0,552.0,1584.0,0.6293167588742955,0.9834081643798837,0.6570048837181724
78,14744.596361848577,3393.8909266567216,32767.0,6688.0,-375.2684365781711,2297.470008607162,8380.0,-11412.0,-7332.324483775811,2520.148906218318,7196.0,-23320.0,16745.7780680186,228915954.5186824,5416599.771878073,60111010.35201573,3184.0,3699.0,2490.0,-0.0612213752695426,-0.3290528791819592,0.0690932464382421,11517.746202841745,848.9266950654037,13588.0,10092.0,643.7295443410093,431.8871917824421,2648.0,-1068.0,-11784.96423321901,886.81321241856,-9452.0,-13160.0,16542.073020825028,133378801.02694756,600822.882900539,139671434.3321901,1608.0,552.0,1584.0,0.6293167588742955,0.9834081643798837,0.6570048837181724
67,7206.951126221845,1281.8208435293343,14748.0,2780.0,1856.972375690608,1036.9877588026975,5436.0,-3288.0,-14714.954526136846,778.2153849875058,-8428.0,-18064.0,16588.248057858986,53582510.92562686,4523233.006374841,217135248.5099873,2100.0,1676.0,1112.0,0.4443881408653715,0.8977423405048482,0.4890020388369881,12477.85487000388,315.35080394732745,13696.0,11828.0,-200.0838183934808,384.5298724226952,804.0,-2392.0,-10842.089251067133,406.1180791408685,-8992.0,-11560.0,16543.73123675091,155796269.69654638,187839.37912301123,117715767.2207994,232.0,320.0,268.0,-0.5268299270632276,0.9571014944284646,-0.600609100438136
68,14278.101886792452,759.3949387212041,18596.0,7492.0,637.2547169811321,1150.616554350437,4964.0,-6532.0,-8122.433962264151,1052.46545147466,-1084.0,-13148.0,16526.742403066284,204440602.14339623,1729387.5396226414,67081094.50566038,773.0,890.0,1250.0,0.0095076163912744,0.7991918991515983,0.0526262350786923,12477.85487000388,315.35080394732745,13696.0,11828.0,-200.0838183934808,384.5298724226952,804.0,-2392.0,-10842.089251067133,406.1180791408685,-8992.0,-11560.0,16543.73123675091,155796269.69654638,187839.37912301123,117715767.2207994,232.0,320.0,268.0,-0.5268299270632276,0.9571014944284646,-0.600609100438136
69,14913.953596287703,2497.102645839864,27188.0,9032.0,825.3967517401392,1335.075270212243,4824.0,-3900.0,-7002.334106728538,1679.1874230113826,1396.0,-13360.0,16614.01570384641,228654299.712297,2461637.995359629,51849082.26450116,2826.0,1864.0,2196.0,0.1285222702489696,-0.4119508648893499,0.049446875685002,12477.85487000388,315.35080394732745,13696.0,11828.0,-200.0838183934808,384.5298724226952,804.0,-2392.0,-10842.089251067133,406.1180791408685,-8992.0,-11560.0,16543.73123675091,155796269.69654638,187839.37912301123,117715767.2207994,232.0,320.0,268.0,-0.5268299270632276,0.9571014944284646,-0.600609100438136
80,15592.250122369063,3400.753977958864,32767.0,7104.0,795.8492413117964,1493.9545221930807,6728.0,-6516.0,-4946.347528144885,2764.031686536847,10656.0,-18432.0,16632.641350288406,254677730.64170337,2864183.667156143,32102485.497797355,3712.0,1960.0,2842.0,0.0938644599677554,-0.2577380070080032,0.0678444177745293,12477.85487000388,315.35080394732745,13696.0,11828.0,-200.0838183934808,384.5298724226952,804.0,-2392.0,-10842.089251067133,406.1180791408685,-8992.0,-11560.0,16543.73123675091,155796269.69654638,187839.37912301123,117715767.2207994,232.0,320.0,268.0,-0.5268299270632276,0.9571014944284646,-0.600609100438136
83,15627.994691439946,308.2039992457656,18348.0,13456.0,-1301.3855341738554,679.3051303813672,3568.0,-3260.0,-5041.082946250829,711.0876583023975,-3224.0,-7760.0,16503.247933410814,244329144.74850696,2154753.560716656,25917827.397478435,316.0,460.0,940.0,-0.3096380674960527,0.6787388679151957,-0.502642106328016,12477.85487000388,315.35080394732745,13696.0,11828.0,-200.0838183934808,384.5298724226952,804.0,-2392.0,-10842.089251067133,406.1180791408685,-8992.0,-11560.0,16543.73123675091,155796269.69654638,187839.37912301123,117715767.2207994,232.0,320.0,268.0,-0.5268299270632276,0.9571014944284646,-0.600609100438136
84,15024.22972972973,3394.447086790075,32767.0,600.0,-1528.9294660514172,1869.510013622252,7236.0,-16400.0,-6485.379037574159,1757.8414653335165,-140.0,-15688.0,16589.024648870203,237245952.2804878,5831541.036255768,45149129.41858933,2987.0,2332.0,2020.0,-0.1714681207112463,-0.528907631576661,0.1658972253971867,12477.85487000388,315.35080394732745,13696.0,11828.0,-200.0838183934808,384.5298724226952,804.0,-2392.0,-10842.089251067133,406.1180791408685,-8992.0,-11560.0,16543.73123675091,155796269.69654638,187839.37912301123,117715767.2207994,232.0,320.0,268.0,-0.5268299270632276,0.9571014944284646,-0.600609100438136
87,5791.00320855615,733.4376726616738,9540.0,3288.0,-529.6491978609625,1649.624841484414,3092.0,-5464.0,-15401.319786096255,274.664340865986,-13328.0,-16528.0,16562.83840041698,34073361.31764706,3000335.170053476,237276051.31122997,744.0,1172.0,244.0,0.5965359042983938,0.5046858063267877,-0.1530582795977204,13866.16,364.02822823431023,15144.0,11460.0,645.6391836734693,302.3389163678688,2408.0,-768.0,-8927.175510204082,527.3789293561834,-6840.0,-12204.0,16518.899334611786,192402855.60816327,508221.46612244897,79972477.6032653,459.0,376.0,700.0,0.37899206768169,0.9456712583410614,0.4012074313193459
88,13408.565217391304,415.8161914953304,15712.0,11168.0,-142.7270531400966,995.0426065747664,2760.0,-2948.0,-9595.282608695652,594.8638960529344,-6220.0,-11740.0,16533.807863708727,179962419.88405797,1009882.9082125603,92423097.71014492,481.0,1829.0,745.0,-0.1279923023401269,0.8658847455581512,-0.2603070677472709,13866.16,364.02822823431023,15144.0,11460.0,645.6391836734693,302.3389163678688,2408.0,-768.0,-8927.175510204082,527.3789293561834,-6840.0,-12204.0,16518.899334611786,192402855.60816327,508221.46612244897,79972477.6032653,459.0,376.0,700.0,0.37899206768169,0.9456712583410614,0.4012074313193459
93,12671.4363541121,2115.9649252141216,29944.0,5392.0,-112.76689366160294,1777.0464503265755,7620.0,-7476.0,-10481.540073336826,2735.712901943044,-3608.0,-21456.0,16683.772169504762,165040261.47302252,3168956.245154531,117342886.94814038,2256.0,2200.0,3140.0,0.0144904638803272,-0.1821728786131299,-0.0547965451210817,13866.16,364.02822823431023,15144.0,11460.0,645.6391836734693,302.3389163678688,2408.0,-768.0,-8927.175510204082,527.3789293561834,-6840.0,-12204.0,16518.899334611786,192402855.60816327,508221.46612244897,79972477.6032653,459.0,376.0,700.0,0.37899206768169,0.9456712583410614,0.4012074313193459
95,14332.621784345922,1757.8436353243362,18748.0,4540.0,-241.0421455938697,1677.9664581558054,5536.0,-11268.0,-7631.695675971538,1692.900804554492,-1980.0,-16352.0,16500.68096634445,208512370.15435135,2872131.660645868,61107123.38040504,668.0,320.0,1378.0,0.7430497625631722,0.8655338355956587,0.5270414095626178,13866.16,364.02822823431023,15144.0,11460.0,645.6391836734693,302.3389163678688,2408.0,-768.0,-8927.175510204082,527.3789293561834,-6840.0,-12204.0,16518.899334611786,192402855.60816327,508221.46612244897,79972477.6032653,459.0,376.0,700.0,0.37899206768169,0.9456712583410614,0.4012074313193459
96,14319.472295514512,2476.1404736709446,27704.0,6692.0,-79.4976253298153,1654.486808226407,7712.0,-8040.0,-8133.260158311346,2286.864271848555,-2504.0,-17832.0,16599.84992771145,211175322.96781003,2742201.9715039576,71376909.23905014,2986.0,2162.0,3204.0,-0.0254146628309088,-0.715205097216263,-0.0259458112713342,13866.16,364.02822823431023,15144.0,11460.0,645.6391836734693,302.3389163678688,2408.0,-768.0,-8927.175510204082,527.3789293561834,-6840.0,-12204.0,16518.899334611786,192402855.60816327,508221.46612244897,79972477.6032653,459.0,376.0,700.0,0.37899206768169,0.9456712583410614,0.4012074313193459
97,6439.274376417234,1377.5608805785994,10512.0,1388.0,178.7403628117914,894.0401454817419,5304.0,-3676.0,-15176.23015873016,588.842518432858,-12496.0,-16900.0,16578.405023361604,43361390.58503401,831029.3378684807,230664599.0612245,938.0,508.0,448.0,-0.0588060419949407,0.932971356313686,-0.0721654730247378,11154.083876009376,501.3419077234547,14076.0,8504.0,-474.94868455326906,835.8604814020625,1812.0,-3500.0,-12125.77337848398,480.6162859168411,-8684.0,-14352.0,16518.07354537472,124664865.35035166,924057.0065121126,147265311.8707997,444.0,1700.0,476.0,-0.206695999150077,0.9539858448347128,-0.3157392636858084
98,13299.096859213703,548.0537024628061,15928.0,10916.0,-2975.26553920492,1792.7941358951823,6816.0,-6368.0,-9113.435537008563,399.0818178074565,-7708.0,-11644.0,16505.494926980125,177166274.16121238,12065609.909949483,83213938.60399736,524.0,2272.0,472.0,0.7131778080135065,0.7402189966035834,0.2658324115299664,11154.083876009376,501.3419077234547,14076.0,8504.0,-474.94868455326906,835.8604814020625,1812.0,-3500.0,-12125.77337848398,480.6162859168411,-8684.0,-14352.0,16518.07354537472,124664865.35035166,924057.0065121126,147265311.8707997,444.0,1700.0,476.0,-0.206695999150077,0.9539858448347128,-0.3157392636858084
99,12588.155436130632,1823.552747879651,22800.0,7992.0,305.9776767259198,2256.047607383364,5548.0,-7356.0,-10560.975609756097,1959.024166014218,-4076.0,-18296.0,16651.134867637185,161785627.23108724,5181269.073170732,115370394.9995866,1678.0,4030.0,2752.0,0.0314561367060405,-0.4398194560658722,-0.1174437356245776,11154.083876009376,501.3419077234547,14076.0,8504.0,-474.94868455326906,835.8604814020625,1812.0,-3500.0,-12125.77337848398,480.6162859168411,-8684.0,-14352.0,16518.07354537472,124664865.35035166,924057.0065121126,147265311.8707997,444.0,1700.0,476.0,-0.206695999150077,0.9539858448347128,-0.3157392636858084
102,14807.870820234351,455.6126134331294,16840.0,12204.0,322.76650471563306,1652.9284472576765,5200.0,-5936.0,-6996.777364961417,641.6366004481681,-5008.0,-10544.0,16481.49108395517,219480561.75593027,2835569.824521292,49366473.36038868,502.0,1992.0,896.0,0.3284545965716278,0.8046389220083866,0.3158783403579681,11154.083876009376,501.3419077234547,14076.0,8504.0,-474.94868455326906,835.8604814020625,1812.0,-3500.0,-12125.77337848398,480.6162859168411,-8684.0,-14352.0,16518.07354537472,124664865.35035166,924057.0065121126,147265311.8707997,444.0,1700.0,476.0,-0.206695999150077,0.9539858448347128,-0.3157392636858084
103,14448.421143102709,2554.5685088175555,28996.0,9592.0,-77.13107004727117,2215.911064670194,5752.0,-6584.0,-7850.918779544478,1909.4222649586336,-4484.0,-14440.0,16656.71989979101,215279889.4026644,4914100.923076923,65281252.2905028,2614.0,3940.0,3084.0,0.0520409371426114,-0.4983601942288784,-0.086902665018667,11154.083876009376,501.3419077234547,14076.0,8504.0,-474.94868455326906,835.8604814020625,1812.0,-3500.0,-12125.77337848398,480.6162859168411,-8684.0,-14352.0,16518.07354537472,124664865.35035166,924057.0065121126,147265311.8707997,444.0,1700.0,476.0,-0.206695999150077,0.9539858448347128,-0.3157392636858084
150,11723.146779303062,238.6529519657431,13672.0,10404.0,1217.7064413938754,161.20862312479218,1876.0,592.0,-11658.81731784583,236.831531297194,-9776.0,-12400.0,16582.18220199501,137489095.5691658,1508783.4762407602,135984080.81098205,336.0,212.0,344.0,0.4117855335848254,0.7702529593953088,0.4093552405033124,14292.945851962246,149.63073018745865,14936.0,13956.0,101.72478887232984,119.57298845936334,736.0,-292.0,-8285.78042722305,251.73552950176745,-7304.0,-8872.0,16524.20779507223,204310679.36015895,24638.52955787382,68717496.58420268,224.0,164.0,372.0,0.0870089139693903,0.8967996827864055,0.125626624435265
151,12760.419410745231,458.7529023401011,13856.0,9232.0,1907.221837088388,277.95802137536015,2720.0,384.0,-10362.246100519931,555.0334987625101,-8768.0,-13772.0,16566.013656720595,163038666.57885614,3714722.322357019,107684072.95667244,508.0,336.0,656.0,0.8489622459928848,0.969136522739967,0.8765726603458456,14292.945851962246,149.63073018745865,14936.0,13956.0,101.72478887232984,119.57298845936334,736.0,-292.0,-8285.78042722305,251.73552950176745,-7304.0,-8872.0,16524.20779507223,204310679.36015895,24638.52955787382,68717496.58420268,224.0,164.0,372.0,0.0870089139693903,0.8967996827864055,0.125626624435265
152,12039.774332061068,2816.162338550242,32767.0,6028.0,1802.606870229008,1196.8060142849706,7564.0,-2668.0,-11268.326335877862,1799.5658920689664,-4996.0,-21992.0,16744.909707670737,152883152.51956108,4681052.79389313,130212070.7557252,1817.0,1401.0,1788.0,0.4130689988848628,-0.1540317259133284,0.0286503702250009,14292.945851962246,149.63073018745865,14936.0,13956.0,101.72478887232984,119.57298845936334,736.0,-292.0,-8285.78042722305,251.73552950176745,-7304.0,-8872.0,16524.20779507223,204310679.36015895,24638.52955787382,68717496.58420268,224.0,164.0,372.0,0.0870089139693903,0.8967996827864055,0.125626624435265
154,16057.18691588785,78.09727962083241,16732.0,15304.0,854.4859813084112,162.9056492410952,1532.0,-172.0,-3665.073431241656,194.75785388817445,-2504.0,-4896.0,16494.343091306266,257839348.8010681,756675.6849132177,13470681.217623498,84.0,196.0,236.0,-0.0731019050989715,0.6508058017417951,-0.0409391002236587,14292.945851962246,149.63073018745865,14936.0,13956.0,101.72478887232984,119.57298845936334,736.0,-292.0,-8285.78042722305,251.73552950176745,-7304.0,-8872.0,16524.20779507223,204310679.36015895,24638.52955787382,68717496.58420268,224.0,164.0,372.0,0.0870089139693903,0.8967996827864055,0.125626624435265
155,15942.976486860303,2273.8836979634307,32767.0,10412.0,871.8450899031811,1080.3699678835528,5592.0,-4572.0,-4018.725680036883,1341.5980031022232,9180.0,-13632.0,16552.25674424006,259346662.4933149,1926775.000461042,17949211.470723838,1752.0,1364.0,1164.0,-0.0070720109198418,0.0911376883868309,0.0569585963754474,14292.945851962246,149.63073018745865,14936.0,13956.0,101.72478887232984,119.57298845936334,736.0,-292.0,-8285.78042722305,251.73552950176745,-7304.0,-8872.0,16524.20779507223,204310679.36015895,24638.52955787382,68717496.58420268,224.0,164.0,372.0,0.0870089139693903,0.8967996827864055,0.125626624435265
159,4232.158838599487,1636.6429614358394,7992.0,1864.0,-344.5755764304014,336.9035724643539,1152.0,-1484.0,-15929.772843723313,550.0077088321722,-14440.0,-17268.0,16579.159091620862,20588624.89496157,232187.8804440649,254060042.1656704,1456.0,500.0,404.0,-0.4995654433015615,0.9679621185364686,-0.505165134576446,13283.922739244952,322.0022684244496,15792.0,12336.0,-710.3143107989464,163.10322710989456,656.0,-1604.0,-9735.863037752417,477.78437062838447,-5528.0,-10932.0,16495.65889527137,176566243.28709394,531137.4047410008,95015206.78489904,380.0,172.0,508.0,0.2932104385243637,0.951226194363622,0.2543820729018856
160,13250.76465116279,361.5784968994189,14628.0,12048.0,1626.603410852713,836.2267696170077,3740.0,-2172.0,-9711.523720930232,470.0954355206134,-8328.0,-10960.0,16540.3863759117,175713462.31069767,3344897.036899225,94534614.1767442,628.0,916.0,796.0,-0.1691151133024875,0.9336178407934804,-0.0424308567939479,13283.922739244952,322.0022684244496,15792.0,12336.0,-710.3143107989464,163.10322710989456,656.0,-1604.0,-9735.863037752417,477.78437062838447,-5528.0,-10932.0,16495.65889527137,176566243.28709394,531137.4047410008,95015206.78489904,380.0,172.0,508.0,0.2932104385243637,0.951226194363622,0.2543820729018856
162,13538.91520125049,1765.9566726682351,24088.0,9916.0,452.2688550214928,1451.0934443167578,5088.0,-3100.0,-9350.197733489644,1256.9951324787992,-6404.0,-14216.0,16555.943415017788,186419609.11606097,2309396.4517389606,89005616.975381,1264.0,2400.0,1602.0,-0.0243619935768802,-0.4857052931606121,0.0412321331992368,13283.922739244952,322.0022684244496,15792.0,12336.0,-710.3143107989464,163.10322710989456,656.0,-1604.0,-9735.863037752417,477.78437062838447,-5528.0,-10932.0,16495.65889527137,176566243.28709394,531137.4047410008,95015206.78489904,380.0,172.0,508.0,0.2932104385243637,0.951226194363622,0.2543820729018856
164,14901.098880597016,232.2288473357934,16296.0,13088.0,-33.55037313432836,685.6946416968349,3712.0,-3304.0,-6983.742537313433,367.2799984178244,-5808.0,-8916.0,16475.97945957474,222096652.93283585,471083.4701492537,48907491.50746269,276.0,864.0,528.0,-0.0597327786835638,0.7489891068655548,-0.1573347136582716,13283.922739244952,322.0022684244496,15792.0,12336.0,-710.3143107989464,163.10322710989456,656.0,-1604.0,-9735.863037752417,477.78437062838447,-5528.0,-10932.0,16495.65889527137,176566243.28709394,531137.4047410008,95015206.78489904,380.0,172.0,508.0,0.2932104385243637,0.951226194363622,0.2543820729018856
165,14463.169406719086,1902.553877918947,23100.0,9416.0,-459.5897069335239,1402.5308908850684,3392.0,-5148.0,-7785.605432451751,973.3222739566442,-5636.0,-13096.0,16526.85216631652,212801686.86776268,2177612.563259471,61562669.6154396,1163.0,2431.0,1444.0,-0.0133303528123158,-0.2083069766025118,-0.0039863369279031,13283.922739244952,322.0022684244496,15792.0,12336.0,-710.3143107989464,163.10322710989456,656.0,-1604.0,-9735.863037752417,477.78437062838447,-5528.0,-10932.0,16495.65889527137,176566243.28709394,531137.4047410008,95015206.78489904,380.0,172.0,508.0,0.2932104385243637,0.951226194363622,0.2543820729018856
166,9764.425950196592,688.0658021612586,12136.0,7356.0,-3027.0091743119265,546.5834540305502,456.0,-4808.0,-12954.076015727393,424.2658727320769,-9976.0,-14312.0,16530.360948581896,95817293.56225426,9461440.125819135,167988027.97378767,737.0,793.0,422.0,0.6663771059134984,0.9269613253695568,0.5089052135551069,12280.493305144468,175.5948301296922,14340.0,9868.0,306.5722339675828,289.92671438693725,2596.0,-1824.0,-11062.03100775194,205.69520116234543,-7780.0,-13660.0,16535.52801491412,150841338.49753347,178014.41578576464,122410825.62367864,160.0,407.0,191.0,0.3218648012292457,0.8081659448438786,0.3689994207567857
167,11918.303740423617,800.5219305315296,14496.0,9940.0,-1272.3515096890492,585.718396925556,1084.0,-3472.0,-11305.634970707526,838.1504919860957,-8884.0,-12900.0,16526.941426759553,142686510.6155926,1961789.800811176,128519561.75574584,1322.0,708.0,1358.0,0.2666042505977339,0.951286539665023,0.1892609798339285,12280.493305144468,175.5948301296922,14340.0,9868.0,306.5722339675828,289.92671438693725,2596.0,-1824.0,-11062.03100775194,205.69520116234543,-7780.0,-13660.0,16535.52801491412,150841338.49753347,178014.41578576464,122410825.62367864,160.0,407.0,191.0,0.3218648012292457,0.8081659448438786,0.3689994207567857
169,12210.207329842931,2404.173839415441,20848.0,8132.0,-1481.0910994764397,1432.6317773252624,3212.0,-7036.0,-10972.97172774869,2179.719803177275,-6568.0,-18400.0,16590.066195286934,154866188.6827225,4244990.081675393,125154799.43036649,3342.0,2305.0,3850.0,-0.0768007491200875,-0.6882458608184358,0.1959596189286519,12280.493305144468,175.5948301296922,14340.0,9868.0,306.5722339675828,289.92671438693725,2596.0,-1824.0,-11062.03100775194,205.69520116234543,-7780.0,-13660.0,16535.52801491412,150841338.49753347,178014.41578576464,122410825.62367864,160.0,407.0,191.0,0.3218648012292457,0.8081659448438786,0.3689994207567857
171,14104.548148148147,242.35641138076696,14812.0,12488.0,-113.23407407407409,585.0170257052508,1004.0,-2060.0,-8538.788148148149,356.4065866268624,-7608.0,-10524.0,16503.92950569062,198996993.33925927,354940.1185185185,73037881.64740741,280.0,1036.0,452.0,0.1723244379293417,0.8681977991335623,0.1133290053746145,12280.493305144468,175.5948301296922,14340.0,9868.0,306.5722339675828,289.92671438693725,2596.0,-1824.0,-11062.03100775194,205.69520116234543,-7780.0,-13660.0,16535.52801491412,150841338.49753347,178014.41578576464,122410825.62367864,160.0,407.0,191.0,0.3218648012292457,0.8081659448438786,0.3689994207567857
172,13400.408293460923,2556.748204681869,23584.0,8948.0,-84.2126528442318,1452.0708929521902,4380.0,-4188.0,-9711.889420521,1897.752660973964,-4772.0,-15524.0,16659.59571225453,186104428.5550239,2114480.697501329,97920346.6241361,3928.0,2388.0,3136.0,0.0752651320524907,-0.6452815071077331,0.027496409879615,12280.493305144468,175.5948301296922,14340.0,9868.0,306.5722339675828,289.92671438693725,2596.0,-1824.0,-11062.03100775194,205.69520116234543,-7780.0,-13660.0,16535.52801491412,150841338.49753347,178014.41578576464,122410825.62367864,160.0,407.0,191.0,0.3218648012292457,0.8081659448438786,0.3689994207567857
173,4771.505154639175,1039.12497806601,9904.0,2600.0,34.838189152846255,441.9358619669872,3548.0,-1192.0,-15839.313312415958,413.4836558195189,-13508.0,-17056.0,16585.431386855726,23846558.171223667,196433.4630210668,251054738.30927837,372.0,452.0,228.0,0.7386364457815031,0.9252283001888552,0.6998560560131021,15463.169983686788,430.9634481202576,17000.0,6484.0,1.1484502446982054,342.2807494454984,2208.0,-2688.0,-5784.535073409462,898.2891692649218,-1436.0,-12780.0,16542.15811287097,239295294.8411093,117119.20652528548,34267506.17683524,536.0,296.0,1428.0,0.0743517888055209,0.8195274019542532,0.0746516069420412
174,12534.1474801061,930.5114028355994,25056.0,9256.0,-510.7925729442971,1215.053056405816,5944.0,-4440.0,-10731.499204244032,1059.9513607117717,-5812.0,-19148.0,16603.797593301148,157970245.1862069,1736479.7708222813,116287976.03819628,876.0,920.0,904.0,0.0099065475367198,0.6833259438225414,-0.0037932849452086,15463.169983686788,430.9634481202576,17000.0,6484.0,1.1484502446982054,342.2807494454984,2208.0,-2688.0,-5784.535073409462,898.2891692649218,-1436.0,-12780.0,16542.15811287097,239295294.8411093,117119.20652528548,34267506.17683524,536.0,296.0,1428.0,0.0743517888055209,0.8195274019542532,0.0746516069420412
175,11547.375631667604,2561.0573283623794,24864.0,5740.0,-330.85682201010667,1929.773587535975,6188.0,-5288.0,-11799.047725996632,2166.6515792112173,-7616.0,-22080.0,16705.075523167307,139897215.8472768,3831401.361033128,143909270.4952274,2736.0,3224.0,3108.0,-0.0852116030525293,-0.511455391825355,-0.015125728922865,15463.169983686788,430.9634481202576,17000.0,6484.0,1.1484502446982054,342.2807494454984,2208.0,-2688.0,-5784.535073409462,898.2891692649218,-1436.0,-12780.0,16542.15811287097,239295294.8411093,117119.20652528548,34267506.17683524,536.0,296.0,1428.0,0.0743517888055209,0.8195274019542532,0.0746516069420412
178,15705.080668257757,290.54533037119603,19692.0,14652.0,527.0090692124105,766.813077303854,4080.0,-2972.0,-5034.409546539379,639.2495707174153,-3328.0,-8028.0,16532.374205386637,246733935.09116945,865460.185202864,25753724.44105012,368.0,1192.0,986.0,-0.3523221631919232,0.7462045388428814,-0.4475450683969165,15463.169983686788,430.9634481202576,17000.0,6484.0,1.1484502446982054,342.2807494454984,2208.0,-2688.0,-5784.535073409462,898.2891692649218,-1436.0,-12780.0,16542.15811287097,239295294.8411093,117119.20652528548,34267506.17683524,536.0,296.0,1428.0,0.0743517888055209,0.8195274019542532,0.0746516069420412
179,15710.468887492145,2711.430714981409,26848.0,10684.0,1179.0722815839094,1669.8509297169292,6564.0,-2920.0,-4866.126964173476,1190.5116204645624,-2032.0,-11164.0,16602.740098283903,254166068.2840981,4176860.962916405,25095618.715273414,3794.0,2802.0,1482.0,0.1097222999586213,-0.4767237155029342,-0.1157355578678834,15463.169983686788,430.9634481202576,17000.0,6484.0,1.1484502446982054,342.2807494454984,2208.0,-2688.0,-5784.535073409462,898.2891692649218,-1436.0,-12780.0,16542.15811287097,239295294.8411093,117119.20652528548,34267506.17683524,536.0,296.0,1428.0,0.0743517888055209,0.8195274019542532,0.0746516069420412
180,9971.142268041238,496.21667826109024,12652.0,6956.0,2621.509278350516,559.8085991382451,5748.0,-5764.0,-12951.917525773197,515.8621562501064,8248.0,-16576.0,16578.59662105606,99669824.50584193,7185588.871477664,168018189.91065294,488.0,776.0,300.0,-0.4665850322395287,0.5129446866039219,-0.3606446722614154,9553.303780964798,498.804424798684,12020.0,8696.0,794.5258583224685,171.5530184386281,2036.0,-612.0,-13477.9469795741,380.5995347911922,-10852.0,-14088.0,16551.948931596064,91514310.8561495,660688.987396784,181799847.8365928,660.0,168.0,464.0,-0.3159959792037848,0.955803143822082,-0.2972935032772926
181,11991.146082791653,1253.0777131429036,14076.0,8664.0,-1409.680465275402,227.07527807895863,-108.0,-2692.0,-11098.773862470063,1405.3204687757116,-8440.0,-14156.0,16508.860875079477,145357250.94491962,2038744.5555935684,125157031.21997948,2360.0,268.0,2636.0,-0.2033303819845375,0.9896690784486876,-0.1842878682531774,9553.303780964798,498.804424798684,12020.0,8696.0,794.5258583224685,171.5530184386281,2036.0,-612.0,-13477.9469795741,380.5995347911922,-10852.0,-14088.0,16551.948931596064,91514310.8561495,660688.987396784,181799847.8365928,660.0,168.0,464.0,-0.3159959792037848,0.955803143822082,-0.2972935032772926
